County,FileNumber,Measure Names,ProviderName,Measure Values
PASCO,100063,Available,MORTON PLANT NORTH BAY HOSPITAL,19
PASCO,100063,Available Capacity,MORTON PLANT NORTH BAY HOSPITAL,0.097938144
PASCO,100063,Total Staffed Bed Capacity,MORTON PLANT NORTH BAY HOSPITAL,194
PASCO,100191,Bed Census,MEDICAL CENTER OF TRINITY,144
PASCO,100191,Available,MEDICAL CENTER OF TRINITY,101
PASCO,100191,Available Capacity,MEDICAL CENTER OF TRINITY,0.412244898
PASCO,100191,Total Staffed Bed Capacity,MEDICAL CENTER OF TRINITY,245
PASCO,100211,Bed Census,ADVENTHEALTH DADE CITY,63
PASCO,100211,Available,ADVENTHEALTH DADE CITY,10
PASCO,100211,Available Capacity,ADVENTHEALTH DADE CITY,0.136986301
PASCO,100211,Total Staffed Bed Capacity,ADVENTHEALTH DADE CITY,73
PASCO,100256,Bed Census,REGIONAL MEDICAL CENTER BAYONET POINT,212
PASCO,100256,Available,REGIONAL MEDICAL CENTER BAYONET POINT,78
PASCO,100256,Available Capacity,REGIONAL MEDICAL CENTER BAYONET POINT,0.268965517
PASCO,100256,Total Staffed Bed Capacity,REGIONAL MEDICAL CENTER BAYONET POINT,290
PASCO,23960082,Bed Census,ADVENTHEALTH CONNERTON,63
PASCO,23960082,Available,ADVENTHEALTH CONNERTON,2
PASCO,23960082,Available Capacity,ADVENTHEALTH CONNERTON,0.030769231
PASCO,23960082,Total Staffed Bed Capacity,ADVENTHEALTH CONNERTON,65
PASCO,23960099,Bed Census,ADVENTHEALTH WESLEY CHAPEL,118
PASCO,23960099,Available,ADVENTHEALTH WESLEY CHAPEL,0
PASCO,23960099,Available Capacity,ADVENTHEALTH WESLEY CHAPEL,0
PASCO,23960099,Total Staffed Bed Capacity,ADVENTHEALTH WESLEY CHAPEL,118
PASCO,23960102,Bed Census,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,59
PASCO,23960102,Available,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,2
PASCO,23960102,Available Capacity,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,0.032786885
PASCO,23960102,Total Staffed Bed Capacity,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,61
PASCO,23960110,Bed Census,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,18
PASCO,23960110,Available,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,44
PASCO,23960110,Available Capacity,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,0.709677419
PASCO,23960110,Total Staffed Bed Capacity,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,62
PASCO,23960114,Bed Census,NORTH TAMPA BEHAVIORAL HEALTH,75
PASCO,23960114,Available,NORTH TAMPA BEHAVIORAL HEALTH,52
PASCO,23960114,Available Capacity,NORTH TAMPA BEHAVIORAL HEALTH,0.409448819
PASCO,23960114,Total Staffed Bed Capacity,NORTH TAMPA BEHAVIORAL HEALTH,127
PINELLAS,100015,Bed Census,LARGO MEDICAL CENTER - INDIAN ROCKS,87
PINELLAS,100015,Available,LARGO MEDICAL CENTER - INDIAN ROCKS,20
PINELLAS,100015,Available Capacity,LARGO MEDICAL CENTER - INDIAN ROCKS,0.186915888
PINELLAS,100015,Total Staffed Bed Capacity,LARGO MEDICAL CENTER - INDIAN ROCKS,107
PINELLAS,100032,Bed Census,BAYFRONT HEALTH ST PETERSBURG,218
PINELLAS,100032,Available,BAYFRONT HEALTH ST PETERSBURG,160
PINELLAS,100032,Available Capacity,BAYFRONT HEALTH ST PETERSBURG,0.423280423
PINELLAS,100032,Total Staffed Bed Capacity,BAYFRONT HEALTH ST PETERSBURG,378
PINELLAS,100043,Bed Census,MEASE DUNEDIN HOSPITAL,109
PINELLAS,100043,Available,MEASE DUNEDIN HOSPITAL,51
PINELLAS,100043,Available Capacity,MEASE DUNEDIN HOSPITAL,0.31875
PINELLAS,100043,Total Staffed Bed Capacity,MEASE DUNEDIN HOSPITAL,160
PINELLAS,100055,Bed Census,ADVENTHEALTH NORTH PINELLAS,133
PINELLAS,100055,Available,ADVENTHEALTH NORTH PINELLAS,17
PINELLAS,100055,Available Capacity,ADVENTHEALTH NORTH PINELLAS,0.113333333
PINELLAS,100055,Total Staffed Bed Capacity,ADVENTHEALTH NORTH PINELLAS,150
PINELLAS,100067,Bed Census,ST ANTHONYS HOSPITAL,302
PINELLAS,100067,Available,ST ANTHONYS HOSPITAL,66
PINELLAS,100067,Available Capacity,ST ANTHONYS HOSPITAL,0.179347826
PINELLAS,100067,Total Staffed Bed Capacity,ST ANTHONYS HOSPITAL,368
PINELLAS,100126,Bed Census,PALMS OF PASADENA HOSPITAL,62
PINELLAS,100126,Available,PALMS OF PASADENA HOSPITAL,56
PINELLAS,100126,Available Capacity,PALMS OF PASADENA HOSPITAL,0.474576271
PINELLAS,100126,Total Staffed Bed Capacity,PALMS OF PASADENA HOSPITAL,118
PINELLAS,100127,Bed Census,MORTON PLANT HOSPITAL,359
PINELLAS,100127,Available,MORTON PLANT HOSPITAL,113
PINELLAS,100127,Available Capacity,MORTON PLANT HOSPITAL,0.239406780
PINELLAS,100127,Total Staffed Bed Capacity,MORTON PLANT HOSPITAL,472
PINELLAS,100180,Bed Census,ST PETERSBURG GENERAL HOSPITAL,53
PINELLAS,100180,Available,ST PETERSBURG GENERAL HOSPITAL,50
PINELLAS,100180,Available Capacity,ST PETERSBURG GENERAL HOSPITAL,0.485436893
PINELLAS,100180,Total Staffed Bed Capacity,ST PETERSBURG GENERAL HOSPITAL,103
PINELLAS,100238,Bed Census,NORTHSIDE HOSPITAL,88
PINELLAS,100238,Available,NORTHSIDE HOSPITAL,18
PINELLAS,100238,Available Capacity,NORTHSIDE HOSPITAL,0.169811321
PINELLAS,100238,Total Staffed Bed Capacity,NORTHSIDE HOSPITAL,106
PINELLAS,100248,Bed Census,LARGO MEDICAL CENTER,197
PINELLAS,100248,Available,LARGO MEDICAL CENTER,101
PINELLAS,100248,Available Capacity,LARGO MEDICAL CENTER,0.338926174
PINELLAS,100248,Total Staffed Bed Capacity,LARGO MEDICAL CENTER,298
PINELLAS,100250,Bed Census,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,162
PINELLAS,100250,Available,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,46
PINELLAS,100250,Available Capacity,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,0.221153846
PINELLAS,100250,Total Staffed Bed Capacity,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,208
PINELLAS,104017,Bed Census,WINDMOOR HEALTHCARE OF CLEARWATER,62
PINELLAS,104017,Available,WINDMOOR HEALTHCARE OF CLEARWATER,44
PINELLAS,104017,Available Capacity,WINDMOOR HEALTHCARE OF CLEARWATER,0.415094340
PINELLAS,104017,Total Staffed Bed Capacity,WINDMOOR HEALTHCARE OF CLEARWATER,106
PINELLAS,110001,Bed Census,MEASE COUNTRYSIDE HOSPITAL,195
PINELLAS,110001,Available,MEASE COUNTRYSIDE HOSPITAL,79
PINELLAS,110001,Available Capacity,MEASE COUNTRYSIDE HOSPITAL,0.288321168
PINELLAS,110001,Total Staffed Bed Capacity,MEASE COUNTRYSIDE HOSPITAL,274
PINELLAS,110045,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,62
PINELLAS,110045,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,0
PINELLAS,110045,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,0
PINELLAS,110045,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,62
PINELLAS,23960011,Bed Census,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,44
PINELLAS,23960011,Available,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,38
PINELLAS,23960011,Available Capacity,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,0.463414634
PINELLAS,23960011,Total Staffed Bed Capacity,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,82
PINELLAS,23960085,Bed Census,BAYCARE ALLIANT HOSPITAL,26
PINELLAS,23960085,Available,BAYCARE ALLIANT HOSPITAL,22
PINELLAS,23960085,Available Capacity,BAYCARE ALLIANT HOSPITAL,0.458333333
PINELLAS,23960085,Total Staffed Bed Capacity,BAYCARE ALLIANT HOSPITAL,48
POLK,100052,Bed Census,WINTER HAVEN HOSPITAL,261
POLK,100052,Available,WINTER HAVEN HOSPITAL,25
POLK,100052,Available Capacity,WINTER HAVEN HOSPITAL,0.087412587
POLK,100052,Total Staffed Bed Capacity,WINTER HAVEN HOSPITAL,286
POLK,100099,Bed Census,ADVENTHEALTH LAKE WALES,56
POLK,100099,Available,ADVENTHEALTH LAKE WALES,104
POLK,100099,Available Capacity,ADVENTHEALTH LAKE WALES,0.65
POLK,100099,Total Staffed Bed Capacity,ADVENTHEALTH LAKE WALES,160
POLK,100121,Bed Census,BARTOW REGIONAL MEDICAL CENTER,41
POLK,100121,Available,BARTOW REGIONAL MEDICAL CENTER,2
POLK,100121,Available Capacity,BARTOW REGIONAL MEDICAL CENTER,0.046511628
POLK,100121,Total Staffed Bed Capacity,BARTOW REGIONAL MEDICAL CENTER,43
POLK,100137,Bed Census,ADVENTHEALTH HEART OF FLORIDA,100
POLK,100137,Available,ADVENTHEALTH HEART OF FLORIDA,90
POLK,100137,Available Capacity,ADVENTHEALTH HEART OF FLORIDA,0.473684211
POLK,100137,Total Staffed Bed Capacity,ADVENTHEALTH HEART OF FLORIDA,190
POLK,100157,Bed Census,LAKELAND REGIONAL MEDICAL CENTER,731
POLK,100157,Available,LAKELAND REGIONAL MEDICAL CENTER,133
POLK,100157,Available Capacity,LAKELAND REGIONAL MEDICAL CENTER,0.153935185
POLK,100157,Total Staffed Bed Capacity,LAKELAND REGIONAL MEDICAL CENTER,864
POLK,120010,Bed Census,WINTER HAVEN WOMEN'S HOSPITAL,41
POLK,120010,Available,WINTER HAVEN WOMEN'S HOSPITAL,6
POLK,120010,Available Capacity,WINTER HAVEN WOMEN'S HOSPITAL,0.127659574
POLK,120010,Total Staffed Bed Capacity,WINTER HAVEN WOMEN'S HOSPITAL,47
PUTNAM,100232,Bed Census,PUTNAM COMMUNITY MEDICAL CENTER,55
PUTNAM,100232,Available,PUTNAM COMMUNITY MEDICAL CENTER,29
PUTNAM,100232,Available Capacity,PUTNAM COMMUNITY MEDICAL CENTER,0.345238095
PUTNAM,100232,Total Staffed Bed Capacity,PUTNAM COMMUNITY MEDICAL CENTER,84
SANTA ROSA,100048,Bed Census,JAY HOSPITAL,8
SANTA ROSA,100048,Available,JAY HOSPITAL,13
SANTA ROSA,100048,Available Capacity,JAY HOSPITAL,0.619047619
SANTA ROSA,100048,Total Staffed Bed Capacity,JAY HOSPITAL,21
SANTA ROSA,100124,Bed Census,SANTA ROSA MEDICAL CENTER,54
SANTA ROSA,100124,Available,SANTA ROSA MEDICAL CENTER,85
SANTA ROSA,100124,Available Capacity,SANTA ROSA MEDICAL CENTER,0.611510791
SANTA ROSA,100124,Total Staffed Bed Capacity,SANTA ROSA MEDICAL CENTER,139
SANTA ROSA,104027,Bed Census,WEST FLORIDA COMMUNITY CARE CENTER,18
SANTA ROSA,104027,Available,WEST FLORIDA COMMUNITY CARE CENTER,82
SANTA ROSA,104027,Available Capacity,WEST FLORIDA COMMUNITY CARE CENTER,0.82
SANTA ROSA,104027,Total Staffed Bed Capacity,WEST FLORIDA COMMUNITY CARE CENTER,100
SANTA ROSA,110003,Bed Census,GULF BREEZE HOSPITAL,48
SANTA ROSA,110003,Available,GULF BREEZE HOSPITAL,38
SANTA ROSA,110003,Available Capacity,GULF BREEZE HOSPITAL,0.441860465
SANTA ROSA,110003,Total Staffed Bed Capacity,GULF BREEZE HOSPITAL,86
SARASOTA,100070,Bed Census,VENICE REGIONAL BAYFRONT HEALTH,101
SARASOTA,100070,Available,VENICE REGIONAL BAYFRONT HEALTH,84
SARASOTA,100070,Available Capacity,VENICE REGIONAL BAYFRONT HEALTH,0.454054054
SARASOTA,100070,Total Staffed Bed Capacity,VENICE REGIONAL BAYFRONT HEALTH,185
SARASOTA,100087,Bed Census,SARASOTA MEMORIAL HOSPITAL,613
SARASOTA,100087,Available,SARASOTA MEMORIAL HOSPITAL,40
SARASOTA,100087,Available Capacity,SARASOTA MEMORIAL HOSPITAL,0.061255743
SARASOTA,100087,Total Staffed Bed Capacity,SARASOTA MEMORIAL HOSPITAL,653
SARASOTA,100166,Bed Census,DOCTORS HOSPITAL OF SARASOTA,88
SARASOTA,100166,Available,DOCTORS HOSPITAL OF SARASOTA,54
SARASOTA,100166,Available Capacity,DOCTORS HOSPITAL OF SARASOTA,0.380281690
SARASOTA,100166,Total Staffed Bed Capacity,DOCTORS HOSPITAL OF SARASOTA,142
SARASOTA,110004,Bed Census,ENGLEWOOD COMMUNITY HOSPITAL,28
SARASOTA,110004,Available,ENGLEWOOD COMMUNITY HOSPITAL,24
SARASOTA,110004,Available Capacity,ENGLEWOOD COMMUNITY HOSPITAL,0.461538462
SARASOTA,110004,Total Staffed Bed Capacity,ENGLEWOOD COMMUNITY HOSPITAL,52
SARASOTA,110013,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,84
SARASOTA,110013,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,6
SARASOTA,110013,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,0.066666667
SARASOTA,110013,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,90
SARASOTA,23960049,Bed Census,PAM SPECIALTY HOSPITAL OF SARASOTA,28
SARASOTA,23960049,Available,PAM SPECIALTY HOSPITAL OF SARASOTA,12
SARASOTA,23960049,Available Capacity,PAM SPECIALTY HOSPITAL OF SARASOTA,0.3
SARASOTA,23960049,Total Staffed Bed Capacity,PAM SPECIALTY HOSPITAL OF SARASOTA,40
SEMINOLE,100161,Bed Census,CENTRAL FLORIDA REGIONAL HOSPITAL,153
SEMINOLE,100161,Available,CENTRAL FLORIDA REGIONAL HOSPITAL,55
SEMINOLE,100161,Available Capacity,CENTRAL FLORIDA REGIONAL HOSPITAL,0.264423077
SEMINOLE,100161,Total Staffed Bed Capacity,CENTRAL FLORIDA REGIONAL HOSPITAL,208
SEMINOLE,100263,Bed Census,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,141
SEMINOLE,100263,Available,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,63
SEMINOLE,100263,Available Capacity,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,0.308823529
SEMINOLE,100263,Total Staffed Bed Capacity,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,204
SEMINOLE,120004,Bed Census,ADVENTHEALTH ALTAMONTE SPRINGS,271
SEMINOLE,120004,Available,ADVENTHEALTH ALTAMONTE SPRINGS,122
SEMINOLE,120004,Available Capacity,ADVENTHEALTH ALTAMONTE SPRINGS,0.310432570
SEMINOLE,120004,Total Staffed Bed Capacity,ADVENTHEALTH ALTAMONTE SPRINGS,393
SEMINOLE,23960115,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,59
SEMINOLE,23960115,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,1
SEMINOLE,23960115,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,0.016666667
SEMINOLE,23960115,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,60
SEMINOLE,23960121,Bed Census,OVIEDO MEDICAL CENTER,47
SEMINOLE,23960121,Available,OVIEDO MEDICAL CENTER,17
SEMINOLE,23960121,Available Capacity,OVIEDO MEDICAL CENTER,0.265625
SEMINOLE,23960121,Total Staffed Bed Capacity,OVIEDO MEDICAL CENTER,64
ST. JOHNS,100219,Bed Census,FLAGLER HOSPITAL,160
ST. JOHNS,100219,Available,FLAGLER HOSPITAL,170
ST. JOHNS,100219,Available Capacity,FLAGLER HOSPITAL,0.515151515
ST. JOHNS,100219,Total Staffed Bed Capacity,FLAGLER HOSPITAL,330
ST. LUCIE,100246,Bed Census,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,303
ST. LUCIE,100246,Available,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,89
ST. LUCIE,100246,Available Capacity,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,0.227040816
ST. LUCIE,100246,Total Staffed Bed Capacity,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,392
ST. LUCIE,100260,Bed Census,ST LUCIE MEDICAL CENTER,155
ST. LUCIE,100260,Available,ST LUCIE MEDICAL CENTER,74
ST. LUCIE,100260,Available Capacity,ST LUCIE MEDICAL CENTER,0.323144105
ST. LUCIE,100260,Total Staffed Bed Capacity,ST LUCIE MEDICAL CENTER,229
ST. LUCIE,110022,Bed Census,PORT ST LUCIE HOSPITAL,73
ST. LUCIE,110022,Available,PORT ST LUCIE HOSPITAL,2
ST. LUCIE,110022,Available Capacity,PORT ST LUCIE HOSPITAL,0.026666667
ST. LUCIE,110022,Total Staffed Bed Capacity,PORT ST LUCIE HOSPITAL,75
ST. LUCIE,23960108,Bed Census,CLEVELAND CLINIC TRADITION HOSPITAL,135
ST. LUCIE,23960108,Available,CLEVELAND CLINIC TRADITION HOSPITAL,42
ST. LUCIE,23960108,Available Capacity,CLEVELAND CLINIC TRADITION HOSPITAL,0.237288136
ST. LUCIE,23960108,Total Staffed Bed Capacity,CLEVELAND CLINIC TRADITION HOSPITAL,177
SUMTER,23960032,Bed Census,UF HEALTH THE VILLAGES HOSPITAL,192
SUMTER,23960032,Available,UF HEALTH THE VILLAGES HOSPITAL,115
SUMTER,23960032,Available Capacity,UF HEALTH THE VILLAGES HOSPITAL,0.374592834
SUMTER,23960032,Total Staffed Bed Capacity,UF HEALTH THE VILLAGES HOSPITAL,307
SUMTER,23960086,Bed Census,SELECT SPECIALTY HOSPITAL-THE VILLAGES INC,35
SUMTER,23960086,Available,SELECT SPECIALTY HOSPITAL-THE VILLAGES INC,5
SUMTER,23960086,Available Capacity,SELECT SPECIALTY HOSPITAL-THE VILLAGES INC,0.125
SUMTER,23960086,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL-THE VILLAGES INC,40
SUWANNEE,100146,Bed Census,LAKE CITY MEDICAL CENTER SUWANNEE CAMPUS,0
SUWANNEE,100146,Available,LAKE CITY MEDICAL CENTER SUWANNEE CAMPUS,0
SUWANNEE,100146,Available Capacity,LAKE CITY MEDICAL CENTER SUWANNEE CAMPUS,
SUWANNEE,100146,Total Staffed Bed Capacity,LAKE CITY MEDICAL CENTER SUWANNEE CAMPUS,0
TAYLOR,100106,Bed Census,DOCTORS' MEMORIAL HOSPITAL,6
TAYLOR,100106,Available,DOCTORS' MEMORIAL HOSPITAL,6
TAYLOR,100106,Available Capacity,DOCTORS' MEMORIAL HOSPITAL,0.5
TAYLOR,100106,Total Staffed Bed Capacity,DOCTORS' MEMORIAL HOSPITAL,12
UNION,100241,Bed Census,LAKE BUTLER HOSPITAL,4
UNION,100241,Available,LAKE BUTLER HOSPITAL,21
UNION,100241,Available Capacity,LAKE BUTLER HOSPITAL,0.84
UNION,100241,Total Staffed Bed Capacity,LAKE BUTLER HOSPITAL,25
UNION,110183,Bed Census,RECEPTION AND MEDICAL CENTER HOSPITAL,60
UNION,110183,Available,RECEPTION AND MEDICAL CENTER HOSPITAL,18
UNION,110183,Available Capacity,RECEPTION AND MEDICAL CENTER HOSPITAL,0.230769231
UNION,110183,Total Staffed Bed Capacity,RECEPTION AND MEDICAL CENTER HOSPITAL,78
VOLUSIA,100014,Bed Census,ADVENTHEALTH NEW SMYRNA BEACH,58
VOLUSIA,100014,Available,ADVENTHEALTH NEW SMYRNA BEACH,51
VOLUSIA,100014,Available Capacity,ADVENTHEALTH NEW SMYRNA BEACH,0.467889908
VOLUSIA,100014,Total Staffed Bed Capacity,ADVENTHEALTH NEW SMYRNA BEACH,109
VOLUSIA,100017,Bed Census,HALIFAX HEALTH MEDICAL CENTER,377
VOLUSIA,100017,Available,HALIFAX HEALTH MEDICAL CENTER,197
VOLUSIA,100017,Available Capacity,HALIFAX HEALTH MEDICAL CENTER,0.343205575
VOLUSIA,100017,Total Staffed Bed Capacity,HALIFAX HEALTH MEDICAL CENTER,574
VOLUSIA,100045,Bed Census,ADVENTHEALTH DELAND,103
VOLUSIA,100045,Available,ADVENTHEALTH DELAND,61
VOLUSIA,100045,Available Capacity,ADVENTHEALTH DELAND,0.371951220
VOLUSIA,100045,Total Staffed Bed Capacity,ADVENTHEALTH DELAND,164
VOLUSIA,100072,Bed Census,ADVENTHEALTH FISH MEMORIAL,123
VOLUSIA,100072,Available,ADVENTHEALTH FISH MEMORIAL,59
VOLUSIA,100072,Available Capacity,ADVENTHEALTH FISH MEMORIAL,0.324175824
VOLUSIA,100072,Total Staffed Bed Capacity,ADVENTHEALTH FISH MEMORIAL,182
VOLUSIA,100169,Bed Census,ADVENTHEALTH DAYTONA BEACH,274
VOLUSIA,100169,Available,ADVENTHEALTH DAYTONA BEACH,102
VOLUSIA,100169,Available Capacity,ADVENTHEALTH DAYTONA BEACH,0.271276596
VOLUSIA,100169,Total Staffed Bed Capacity,ADVENTHEALTH DAYTONA BEACH,376
VOLUSIA,110016,Bed Census,HALIFAX PSYCHIATRIC CENTER-NORTH,6
VOLUSIA,110016,Available,HALIFAX PSYCHIATRIC CENTER-NORTH,26
VOLUSIA,110016,Available Capacity,HALIFAX PSYCHIATRIC CENTER-NORTH,0.8125
VOLUSIA,110016,Total Staffed Bed Capacity,HALIFAX PSYCHIATRIC CENTER-NORTH,32
VOLUSIA,23960051,Bed Census,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,45
VOLUSIA,23960051,Available,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,35
VOLUSIA,23960051,Available Capacity,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,0.4375
VOLUSIA,23960051,Total Staffed Bed Capacity,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,80
VOLUSIA,23960120,Bed Census,SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,27
VOLUSIA,23960120,Available,SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,7
VOLUSIA,23960120,Available Capacity,SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,0.205882353
VOLUSIA,23960120,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,34
VOLUSIA,23960152,Bed Census,HALIFAX HEALTH UF HEALTH MEDICAL CENTER OF DELTONA,16
VOLUSIA,23960152,Available,HALIFAX HEALTH UF HEALTH MEDICAL CENTER OF DELTONA,38
VOLUSIA,23960152,Available Capacity,HALIFAX HEALTH UF HEALTH MEDICAL CENTER OF DELTONA,0.703703704
VOLUSIA,23960152,Total Staffed Bed Capacity,HALIFAX HEALTH UF HEALTH MEDICAL CENTER OF DELTONA,54
WALTON,100081,Bed Census,HEALTHMARK REGIONAL MEDICAL CENTER,4
WALTON,100081,Available,HEALTHMARK REGIONAL MEDICAL CENTER,9
WALTON,100081,Available Capacity,HEALTHMARK REGIONAL MEDICAL CENTER,0.692307692
WALTON,100081,Total Staffed Bed Capacity,HEALTHMARK REGIONAL MEDICAL CENTER,13
WALTON,23960041,Bed Census,ASCENSION SACRED HEART EMERALD COAST,43
WALTON,23960041,Available,ASCENSION SACRED HEART EMERALD COAST,61
WALTON,23960041,Available Capacity,ASCENSION SACRED HEART EMERALD COAST,0.586538462
WALTON,23960041,Total Staffed Bed Capacity,ASCENSION SACRED HEART EMERALD COAST,104
WASHINGTON,100147,Bed Census,NORTHWEST FLORIDA COMMUNITY HOSPITAL,44
WASHINGTON,100147,Available,NORTHWEST FLORIDA COMMUNITY HOSPITAL,15
WASHINGTON,100147,Available Capacity,NORTHWEST FLORIDA COMMUNITY HOSPITAL,0.254237288
WASHINGTON,100147,Total Staffed Bed Capacity,NORTHWEST FLORIDA COMMUNITY HOSPITAL,59
All,All,Bed Census,All,"43,802"
All,All,Available,All,"16,273"
All,All,Available Capacity,All,0.270878069
All,All,Total Staffed Bed Capacity,All,"60,075"
